"25","bb5725","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","44"
"26","8a2e","exactly","moderately","moderately","moderately","exactly","exactly","moderately","exactly","exactly","moderately","71"
"27","a278","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","31"
"28","8fc42f","exactly","moderately","moderately","moderately","moderately","exactly","moderately","moderately","moderately","exactly","260"
"29","65bf89","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","exactly","exactly","33"
"30","0d1a","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","763"
"31","397aac","hardly","moderately","exactly","hardly","moderately","moderately","hardly","moderately","moderately","hardly","26"
"32","d47a64","exactly","moderately","exactly","moderately","exactly","exactly","exactly","moderately","exactly","moderately","33"
"33","955e46","moderately","moderately","moderately","hardly","hardly","moderately","moderately","moderately","hardly","hardly","43"
"34","2dfc","exactly","hardly","moderately","moderately","moderately","exactly","moderately","moderately","moderately","moderately","32"
"35","e2d6c5","hardly","hardly","hardly","hardly","hardly","moderately","not","hardly","hardly","hardly","44"
"36","73109b","moderately","moderately","hardly","moderately","exactly","exactly","exactly","exactly","exactly","exactly","39"
"37","3d1f41","moderately","moderately","moderately","moderately","moderately","exactly","hardly","moderately","moderately","exactly","59"
"38","9bfc58","moderately","hardly","moderately","hardly","moderately","moderately","hardly","moderately","moderately","moderately","24"
"39","ab70","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","26"
"40","fd246e","exactly","moderately","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","52"
"41","27f51b","exactly","exactly","moderately","exactly","exactly","exactly","exactly","moderately","exactly","exactly","21"
"42","69de","exactly","moderately","exactly","exactly","exactly","exactly","exactly","moderately","moderately","exactly","23"
"43","09564c","moderately","moderately","moderately","hardly","hardly","moderately","hardly","moderately","moderately","moderately","35"
"44","4096f1","moderately","hardly","moderately","moderately","moderately","moderately","exactly","moderately","moderately","exactly","46"
"45","15a738","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","30"
"46","467b","not","not","hardly","hardly","not","hardly","not","not","not","hardly","45"
"47","be2f","exactly","moderately","exactly","moderately","exactly","exactly","exactly","exactly","exactly","exactly","23"
"48","d10245","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","50"
"49","bbc0","moderately","moderately","moderately","exactly","moderately","exactly","exactly","moderately","moderately","exactly","37"
"50","a98556","moderately","moderately","hardly","moderately","exactly","moderately","exactly","exactly","exactly","moderately","42"
"51","7528","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","144"
"52","c81f","moderately","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","53"
"53","619d16","not","not","hardly","hardly","not","hardly","not","not","not","hardly","40"
"54","fb8586","moderately","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","35"
"55","7ab4","exactly","exactly","exactly","exactly","moderately","exactly","moderately","moderately","moderately","moderately","33"
"56","afef","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","30"
"57","45658b","moderately","moderately","exactly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","36"
"58","65a024","exactly","moderately","exactly","moderately","exactly","exactly","exactly","exactly","exactly","exactly","44"
"59","7341","exactly","moderately","moderately","moderately","moderately","exactly","exactly","moderately","moderately","exactly","36"
"60","198331","moderately","hardly","moderately","moderately","moderately","moderately","moderately","exactly","moderately","moderately","57"
"61","a50513","moderately","moderately","moderately","exactly","exactly","moderately","exactly","moderately","moderately","moderately","39"
"62","ec650b","moderately","hardly","not","moderately","moderately","exactly","exactly","exactly","exactly","exactly","31"
"63","7b99e3","moderately","moderately","hardly","moderately","exactly","exactly","moderately","moderately","moderately","moderately","156"
"64","ff5d","hardly","not","hardly","not","hardly","not","not","hardly","hardly","hardly","54"
"65","6139","moderately","moderately","moderately","moderately","exactly","moderately","exactly","exactly","moderately","moderately","54"
"66","4ad90b","exactly","moderately","exactly","moderately","moderately","exactly","exactly","exactly","exactly","exactly","52"
"67","fabc56","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","52"
"68","349f92","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","55"
"69","2c03a5","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","76"
"70","7faf8d","moderately","hardly","hardly","hardly","hardly","moderately","hardly","moderately","moderately","hardly","42"
"71","afed","moderately","moderately","moderately","moderately","exactly","exactly","exactly","exactly","exactly","exactly","49"
"72","5310e7","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","75"
"73","5763fe","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","163"
"74","21ba","exactly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","141"
"75","dd42","moderately","not","moderately","moderately","moderately","moderately","exactly","moderately","moderately","exactly","82"
"76","3416","moderately","moderately","moderately","moderately","moderately","moderately","hardly","moderately","moderately","moderately","38"
"77","e5cf","exactly","moderately","moderately","exactly","moderately","exactly","exactly","moderately","exactly","exactly","39"
"78","7de4ec","exactly","moderately","moderately","exactly","exactly","exactly","exactly","exactly","exactly","exactly","37"
"79","28e868","not","hardly","hardly","not","not","hardly","hardly","hardly","moderately","not","19"
"80","a3eec7","moderately","moderately","moderately","exactly","exactly","exactly","exactly","exactly","exactly","exactly","63"
"81","960718","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","1771"
"82","c7c2","moderately","moderately","exactly","exactly","exactly","moderately","exactly","moderately","moderately","exactly","35"
"83","0225e3","exactly","hardly","exactly","exactly","exactly","exactly","exactly","moderately","exactly","exactly","32"
"84","6d08","exactly","moderately","moderately","moderately","moderately","exactly","exactly","moderately","moderately","moderately","37"
"85","2befbe","moderately","exactly","hardly","moderately","moderately","moderately","moderately","exactly","exactly","moderately","31"
"86","8fd9","moderately","moderately","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","25"
"87","fb543d","hardly","hardly","not","hardly","hardly","not","hardly","hardly","hardly","hardly","48"
"88","77ea","moderately","moderately","hardly","hardly","moderately","moderately","moderately","moderately","moderately","moderately","71"
"89","35602f","moderately","moderately","moderately","moderately","moderately","moderately","hardly","moderately","moderately","hardly","51"
"90","4029f3","exactly","moderately","moderately","moderately","moderately","exactly","moderately","exactly","exactly","exactly","53"
"91","cd6517","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","53"
"92","4bb2bb","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","exactly","moderately","35"
"93","8209","exactly","moderately","moderately","moderately","exactly","exactly","moderately","exactly","moderately","exactly","79"
"94","77c6","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","26"
"95","2e49","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","127"
"96","65cc08","moderately","hardly","moderately","moderately","moderately","moderately","hardly","moderately","moderately","moderately","53"
"97","6888","exactly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","54"
"98","4a75","moderately","moderately","moderately","moderately","moderately","moderately","moderately","hardly","exactly","moderately","100"
"99","053e","exactly","moderately","exactly","exactly","exactly","exactly","exactly","moderately","exactly","exactly","42"
"100","8d1f","hardly","hardly","moderately","moderately","moderately","hardly","moderately","moderately","moderately","hardly","74"
"101","a1be41","moderately","moderately","moderately","moderately","moderately","moderately","hardly","moderately","moderately","moderately","35"
"102","d597","moderately","moderately","moderately","moderately","moderately","exactly","moderately","moderately","moderately","moderately","43"
"103","fad3","moderately","hardly","moderately","exactly","moderately","moderately","exactly","hardly","moderately","moderately","74"
"104","adb5","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","57"
"105","b8e3c7","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","exactly","79"
"106","9276ab","moderately","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","298"
"107","a137f7","moderately","moderately","hardly","moderately","hardly","moderately","moderately","moderately","moderately","hardly","38"
"108","9a6e","exactly","moderately","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","47"
"109","9f1cc9","moderately","moderately","hardly","hardly","hardly","moderately","moderately","moderately","moderately","moderately","133"
"110","b708","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","30"
"111","4254c1","exactly","hardly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","31"
"112","a187","moderately","moderately","moderately","moderately","moderately","moderately","hardly","moderately","moderately","moderately","44"
"113","9a0c","moderately","moderately","moderately","exactly","exactly","exactly","exactly","moderately","moderately","exactly","44"
"114","c125","moderately","moderately","moderately","moderately","moderately","exactly","exactly","moderately","moderately","moderately","56"
"115","d85f3b","moderately","moderately","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","35"
"116","d372","exactly","moderately","moderately","moderately","moderately","exactly","moderately","exactly","exactly","moderately","30"
"117","ceeef9","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","33"
"118","36f0","moderately","moderately","hardly","moderately","moderately","exactly","moderately","moderately","moderately","moderately","43"
"119","8e81","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","63"
"120","def51e","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","41"
"121","7a82","moderately","moderately","moderately","exactly","moderately","exactly","exactly","moderately","moderately","moderately","35"
"122","443c","moderately","moderately","moderately","moderately","moderately","exactly","moderately","moderately","moderately","moderately","64"
"123","faa37a","moderately","hardly","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","64"
"124","d8d168","moderately","moderately","moderately","exactly","moderately","exactly","moderately","moderately","exactly","exactly","31"
"125","b00b","exactly","moderately","exactly","moderately","moderately","exactly","moderately","exactly","exactly","moderately","46"
"126","d389","exactly","not","moderately","exactly","exactly","moderately","exactly","exactly","exactly","moderately","47"
"127","79fe41","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","104"
"128","fb7d","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","46"
"129","1e7d","moderately","moderately","exactly","moderately","exactly","hardly","moderately","moderately","moderately","exactly","168"
"130","190a","hardly","not","not","not","not","hardly","not","hardly","not","not","42"
"131","160e","moderately","moderately","moderately","moderately","moderately","exactly","moderately","moderately","moderately","moderately","27"
"132","70cdac","moderately","moderately","moderately","exactly","exactly","exactly","moderately","moderately","moderately","exactly","25"
"133","bad5","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","25"
"134","ae3658","moderately","moderately","moderately","exactly","exactly","exactly","exactly","moderately","moderately","moderately","23"
"135","ad5d","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","exactly","354"
"136","0fe1","moderately","moderately","moderately","exactly","moderately","exactly","moderately","moderately","moderately","exactly","19"
"137","9d25","exactly","exactly","moderately","moderately","moderately","exactly","exactly","exactly","exactly","exactly","561"
"138","c5974c","moderately","not","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","439"
"139","e7a7","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","32"
"140","dd7f5c","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","52"
"141","489332","moderately","moderately","moderately","moderately","moderately","moderately","moderately","hardly","moderately","moderately","62"
"142","f9bf2e","moderately","moderately","moderately","moderately","moderately","exactly","moderately","moderately","moderately","moderately","35"
"143","41c7ef","moderately","moderately","moderately","moderately","moderately","moderately","exactly","exactly","exactly","moderately","34"
"144","8b3a","exactly","moderately","moderately","moderately","moderately","exactly","exactly","moderately","moderately","moderately","46"
"145","86fae0","exactly","moderately","moderately","exactly","exactly","exactly","exactly","exactly","exactly","exactly","57"
"146","0a6c51","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","52"
"147","3180","moderately","moderately","moderately","moderately","moderately","exactly","moderately","exactly","exactly","exactly","86"
"148","50e865","moderately","moderately","moderately","exactly","exactly","exactly","exactly","moderately","moderately","moderately","75"
"149","de600f","moderately","moderately","moderately","moderately","moderately","moderately","exactly","moderately","moderately","moderately","58"
"150","97d88d","moderately","moderately","moderately","hardly","hardly","moderately","hardly","moderately","moderately","moderately","104"
"151","79cfb5","not","not","moderately","moderately","exactly","hardly","hardly","not","hardly","moderately","44"
"152","9bf1","moderately","moderately","exactly","moderately","moderately","exactly","exactly","moderately","moderately","moderately","34"
"153","a98a03","moderately","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","94"
"154","3cf313","moderately","moderately","moderately","exactly","moderately","exactly","exactly","hardly","moderately","moderately","30"
"155","2cf312","moderately","hardly","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","39"
"156","b526","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","44"
"157","c9f8","moderately","moderately","moderately","moderately","exactly","exactly","moderately","moderately","moderately","moderately","42"
"158","eb67","moderately","not","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","120"
"159","c959","moderately","moderately","moderately","moderately","moderately","moderately","hardly","moderately","moderately","moderately","50"
"160","9d13","moderately","hardly","moderately","moderately","moderately","hardly","exactly","exactly","moderately","moderately","58"
"161","666f59","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","46"
"162","641c","moderately","exactly","moderately","exactly","exactly","exactly","exactly","exactly","exactly","moderately","42"
"163","e9cfb9","moderately","hardly","moderately","moderately","moderately","exactly","moderately","moderately","exactly","exactly","142"
"164","0f8310","moderately","moderately","exactly","moderately","moderately","exactly","moderately","exactly","exactly","moderately","60"
"165","df71","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","27"
"166","23aa","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","moderately","34"
